hu_ngram,n,count,en_word,en_pron,cost
feketé,1,0,effect,ɪ f ɛ k t,0.5
el + en,2,0,l,ɛ l,0.5
fizet + ő,2,0,feet,f i t,0.5
k + kal,2,0,call,k ɔ l,0.75
fuŋ,1,0,fu,f u,0.3333333333333333
fuŋ + kcij,2,0,foot,f ʊ t,0.6666666666666666
kcij,1,0,see,s i,0.6666666666666666
kcij + on,2,0,seen,s i n,0.625
kcij + on + ál,3,0,seen,s i n,0.7
fűz,1,0,phase,f eɪ z,0.6666666666666666
öl + et,2,0,let,l ɛ t,0.25
in + téʃ,2,0,it's,ɪ t s,0.4
in + téʃ + ked,3,0,instead,ɪ n s t ɛ d,0.5
téʃ + ked,2,0,said,s ɛ d,0.5
téʃ + ked + és,3,0,said,s ɛ d,0.625
ked + és + ek,3,0,deck,d ɛ k,0.5714285714285714
jel + kép,2,0,yep,j ɛ p,0.5
jeLem,1,0,m,ɛ m,0.6
jel + öl + és,3,0,yellow,j ɛ l oʊ,0.4571428571428572
öl + és,2,0,ol',oʊ l,0.55
jut + tat,2,0,you,j u,0.6666666666666666
kol + os,2,0,call,k ɔ l,0.4
kol + os + tor,3,0,call,k ɔ l,0.625
os + tor,2,0,ought,ɔ t,0.6
tár + i,2,0,t,t i,0.5
meg + ǧilkol,2,0,milk,m ɪ l k,0.5555555555555556
ǧilkol,1,0,call,k ɔ l,0.5
meg + ért + és,3,0,met,m ɛ t,0.625
ért + és,2,0,sh,ʃ,0.8
ster,1,0,tell,t ɛ l,0.75
mor,1,0,more,m ɔ ɹ,0.6666666666666666
niŋg,1,0,knowing,n oʊ ɪ ŋ,0.5
mot,1,0,ought,ɔ t,0.3333333333333333
mot + iv,2,0,motive,m oʊ t ɪ v,0.4
muŋ + káji,2,0,monkey,m ʌ ŋ k i,0.5714285714285714
káji,1,0,key,k i,0.5
más + ol,2,0,mall,m ɔ l,0.4
más + ol + at,3,0,mall,m ɔ l,0.5714285714285714
ol + at,2,0,all,ɔ l,0.5
műv + et,2,0,met,m ɛ t,0.4
ragad,1,0,do,d u,1.0
ge,1,0,eh,ɛ,0.5
ʃak + ad,2,0,could,k ʊ d,0.8
ʃak + ʃer,2,0,six,s ɪ k s,0.6666666666666666
ʃak + ʃer + vez,3,0,says,s ɛ z,0.6666666666666666
ʃáj + á,2,0,you,j u,1.0
ʃár + aʃ,2,0,sauce,s ɔ s,0.8
ʃár + aʃ + föld,3,0,sold,s oʊ l d,0.5777777777777778
aʃ + föld,2,0,sold,s oʊ l d,0.3666666666666667
tan + ú,2,0,turn,t ɝ n,0.75
temet + és,2,0,met,m ɛ t,0.5714285714285714
et + ű,2,0,et,ɛ t,0.3333333333333333
töŋkre,1,0,tank,t æ ŋ k,0.6666666666666666
vonul + ás,2,0,von,v ɔ n,0.5714285714285714
vérz + és,2,0,sh,ʃ,0.8333333333333334
gan,1,0,in,ɪ n,1.0
iʃ + tán,2,0,east,i s t,0.4
íŤák,1,0,co,k oʊ,1.0
bán + t,2,0,burnt,b ɝ n t,0.5
čabdá,1,0,should,ʃ ʊ d,0.8571428571428571
díʃ,1,0,des,d ɛ s,0.6666666666666666
el + ɦatár,2,0,l,ɛ l,0.7142857142857143
ɦatár,1,0,to,t u,1.0
farm,1,0,firm,f ɝ m,0.75
fedeʃ,1,0,fed,f ɛ d,0.4
alm + at,2,0,might,m aɪ t,0.8
fuŋ + kcijó,2,0,foot,f ʊ t,0.7
kcijó,1,0,see,s i,0.7142857142857143
galamb,1,0,mm,m,0.8333333333333334
ǧóǧ,1,0,judge,dʒ ʌ dʒ,0.6666666666666666
ʃer + ek + et,3,0,sect,s ɛ k t,0.42857142857142855
ǧóǧul,1,0,july,dʒ u l aɪ,0.6
határ + aji,2,0,he,h i,0.75
hátráɲ,1,0,hit,h ɪ t,0.8333333333333334
imá,1,0,im,ɪ m,0.3333333333333333
intéz,1,0,ins,ɪ n z,0.4
it + al,2,0,it,ɪ t,0.5
kat + al + óg,3,0,tell,t ɛ l,0.8571428571428571
al + óg,2,0,all,ɔ l,1.0
al + óg + us,3,0,lou,l u,0.6666666666666666
font + os + ság,3,0,fought,f ɔ t,0.6666666666666666
os + ság + ú,3,0,aw,ɔ,0.8333333333333334
et + keʃ + tet,3,0,test,t ɛ s t,0.5
keʃ + tet,2,0,set,s ɛ t,0.5
tet + ni,2,0,any,ɛ n i,0.4
lép + het,2,0,let,l ɛ t,0.5
prog + ram + já,3,0,om,ɔ m,0.7777777777777778
ram + já,2,0,mm,m,0.8
ro,1,0,aw,ɔ,0.5
roʃ,1,0,loss,l ɔ s,0.6666666666666666
sajtó + tájék,2,0,take,t eɪ k,0.9
sajtó + tájék + oʃ,3,0,cos,k ɔ s,0.75
át + us,2,0,to,t u,0.5
mán,1,0,man,m æ n,0.6666666666666666
koz + ol,2,0,call,k ɔ l,0.4
tek + in + téj,3,0,tent,t ɛ n t,0.5
in + téj,2,0,in,ɪ n,0.6
téj,1,0,to,t u,1.0
oʃ + tat + ás,3,0,state,s t eɪ t,0.7142857142857143
tör + t + e,3,0,toe,t oʊ,0.64
et + é + vel,3,0,tell,t ɛ l,0.5
téƝ,1,0,to,t u,1.0
tüntet,1,0,net,n ɛ t,0.5
viƩa + men,2,0,men,m ɛ n,0.5714285714285714
vižgál + t,2,0,it,ɪ t,0.7142857142857143
él + ɦet,2,0,let,l ɛ t,0.4
ép + ít + ő,3,0,put,p ʊ t,0.8
értelm + ez + és,3,0,tells,t ɛ l z,0.6
alakít,1,0,looked,l ʊ k t,0.6666666666666666
alakít + oT,2,0,law,l ɔ,0.75
dičő,1,0,dish,d ɪ ʃ,0.5
dičő + ség,2,0,dish,d ɪ ʃ,0.6666666666666666
ség + é + re,3,0,share,ʃ ɛ ɹ,0.8333333333333334
el + ec,2,0,let's,l ɛ t s,0.3333333333333333
ec,1,0,'s,ɛ s,0.5
el + vi,2,0,elvis,ɛ l v ɪ s,0.25
elő + áLít,2,0,l,ɛ l,0.7142857142857143
em + ből,2,0,m,ɛ m,0.6
fog + lal + koʃ,3,0,false,f ɔ l s,0.5555555555555556
lal + koʃ,2,0,loss,l ɔ s,0.5
fűt,1,0,fight,f aɪ t,0.6666666666666666
hum,1,0,whom,h u m,0.0
huʃ,1,0,who,h u,0.3333333333333333
izgat,1,0,is,ɪ z,0.6
iz + ra,2,0,is,ɪ z,0.5
iz + ra + el,3,0,is,ɪ z,0.6666666666666666
ra + el,2,0,l,ɛ l,0.5
áʃ + ok,2,0,saw,s ɔ,0.5
játék + á,2,0,take,t eɪ k,0.8333333333333334
ɲez + et + é,3,0,et,ɛ t,0.6666666666666666
lépčő,1,0,put,p ʊ t,0.8571428571428571
mad,1,0,made,m eɪ d,0.6666666666666666
ol + ɦató,2,0,all,ɔ l,0.6666666666666666
meg + ígér,2,0,men,m ɛ n,0.8571428571428571
ment + ő,2,0,meant,m ɛ n t,0.2
mig,1,0,me,m i,0.3333333333333333
márká,1,0,make,m eɪ k,0.8
el + et + et,3,0,let,l ɛ t,0.5
prov,1,0,paul,p ɔ l,0.75
rejt + ő + z,3,0,et,ɛ t,0.6666666666666666
ő + z,2,0,is,ɪ z,1.0
z + ik,2,0,z,z i,0.3333333333333333
réʃ + véɲ,2,0,save,s eɪ v,0.8333333333333334
liŋg,1,0,ling,l ɪ ŋ,0.25
ʃámít + ás,2,0,smash,s m æ ʃ,0.7142857142857143
koz + ás + a,3,0,calls,k ɔ l z,0.6666666666666666
ɦeŤük,1,0,check,tʃ ɛ k,0.8
et + kez + és,3,0,tells,t ɛ l z,0.7142857142857143
vezet + ő + ség,3,0,vet,v ɛ t,0.6666666666666666
ő + ség,2,0,sh,ʃ,0.75
oJ + ák,2,0,talk,t ɔ k,0.75
tat + oT,2,0,talk,t ɔ k,0.8
ütem,1,0,m,ɛ m,0.5
rum,1,0,room,ɹ u m,0.6666666666666666
említ + és,2,0,m,ɛ m,0.7142857142857143
hij,1,0,he,h i,0.3333333333333333
ó + nak,2,0,neck,n ɛ k,0.75
fogalm + az,2,0,falls,f ɔ l z,0.5
frij,1,0,fee,f i,0.5
füG + etlen + ség,3,0,flesh,f l ɛ ʃ,0.6363636363636364
etlen + ség,2,0,ten,t ɛ n,0.625
haj + tó,2,0,yet,j ɛ t,0.8
haʃnál + ɦat,2,0,sent,s ɛ n t,0.7777777777777778
is + mét,2,0,it,ɪ t,0.6
is + mét + el,3,0,tell,t ɛ l,0.5714285714285714
mét,1,0,might,m aɪ t,0.6666666666666666
mét + el,2,0,tell,t ɛ l,0.4
mét + el + t,3,0,melt,m ɛ l t,0.3333333333333333
t + en,2,0,ten,t ɛ n,0.0
at + uk,2,0,took,t ʊ k,0.25
kim,1,0,kim,k ɪ m,0.0
kon + tin,2,0,county,k aʊ n t i,0.5
kon + tin + ens,3,0,county,k aʊ n t i,0.6666666666666666
tin + ens,2,0,ten,t ɛ n,0.5
kul + túrá,2,0,cool,k u l,0.5714285714285714
túrá,1,0,to,t u,1.0
en + ek,2,0,neck,n ɛ k,0.25
kérd + és + eji,3,0,she,ʃ i,0.7777777777777778
és + eji,2,0,she,ʃ i,0.6
köt + el,2,0,tell,t ɛ l,0.4
köt + el + ék,3,0,tell,t ɛ l,0.5714285714285714
el + ék,2,0,l,ɛ l,0.5
keʃ + tet + és,3,0,set,s ɛ t,0.625
hat + ta,2,0,hit,h ɪ t,0.8
meg + vár,2,0,ev,ɛ v,0.6666666666666666
rác + ijó,2,0,see,s i,0.75
mutas,1,0,mu,m u,0.6
ʃolga,1,0,saul,s ɔ l,0.4
kez + üŋk,2,0,cares,k ɛ ɹ z,0.6666666666666666
elmé,1,0,m,ɛ m,0.5
ás + ok + kal,3,0,all,ɔ l,0.7142857142857143
ʃök,1,0,soak,s oʊ k,0.06666666666666667
tart + ás + a,3,0,taught,t ɔ t,0.8571428571428571
ül + et + eji,3,0,let,l ɛ t,0.5714285714285714
et + eji,2,0,t,t i,0.6
os + sá,2,0,aw,ɔ,0.75
sá,1,0,sh,ʃ,0.5
viž + gáJ,2,0,v,v i,0.6666666666666666
gáJ,1,0,a,ʌ,1.3333333333333333
og + ba,2,0,aw,ɔ,0.75
öƩesít,1,0,et,ɛ t,0.6666666666666666
ad + ém + ijá,3,0,me,m i,0.7142857142857143
ém + ijá,2,0,me,m i,0.6
ijá + n,2,0,in,ɪ n,0.5
be + foj,2,0,f,ɛ f,0.6
be + foj + ás,3,0,f,ɛ f,0.7142857142857143
foj + ás,2,0,for,f ɔ ɹ,0.8
dol + goz,2,0,laws,l ɔ z,0.5
dol + goz + at,3,0,laws,l ɔ z,0.625
goz,1,0,laws,l ɔ z,0.6666666666666666
goz + at,2,0,ought,ɔ t,0.6
domb,1,0,dorm,d ɔ ɹ m,0.5
fan + táz,2,0,fans,f æ n z,0.6666666666666666
táz,1,0,ties,t aɪ z,0.6666666666666666
fel + tár,2,0,felt,f ɛ l t,0.3333333333333333
fel + tár + ás,3,0,felt,f ɛ l t,0.5
tár + ás,2,0,sh,ʃ,0.8
festék,1,0,felt,f ɛ l t,0.6666666666666666
flor,1,0,flaw,f l ɔ,0.25
koz + z,2,0,calls,k ɔ l z,0.5
gaz,1,0,is,ɪ z,1.0
hoƩ + aB + ít,3,0,ought,ɔ t,0.7142857142857143
aB + ít,2,0,to,t u,1.0
hoƩ + ú + ság,3,0,hall,h ɔ l,0.8571428571428571
in + spir,2,0,in,ɪ n,0.6666666666666666
spir + ál,2,0,she'll,ʃ i l,0.5
s + nek,2,0,neck,n ɛ k,0.25
ás + á + nak,3,0,shown,ʃ oʊ n,0.8333333333333334
ki + tüntet,2,0,intent,ɪ n t ɛ n t,0.5
ki + tüntet + és,3,0,intent,ɪ n t ɛ n t,0.6
tüntet + és,2,0,net,n ɛ t,0.625
kéz + ik,2,0,kick,k ɪ k,0.4
kéz + ik + öɲv,3,0,kick,k ɪ k,0.625
ik + öɲv,2,0,eco,i k oʊ,0.44000000000000006
öɲv,1,0,over,oʊ v ɝ,0.7333333333333334
kísér + t,2,0,shit,ʃ ɪ t,0.8333333333333334
küz + delm,2,0,del,d ɛ l,0.5714285714285714
delm,1,0,del,d ɛ l,0.25
meg + való,2,0,mel,m ɛ l,0.5714285714285714
meg + való + s,3,0,mel,m ɛ l,0.625
való + s + ít,3,0,vault,v ɔ l t,0.7142857142857143
s + ít + ás,3,0,shit,ʃ ɪ t,0.8
meg + ír,2,0,men,m ɛ n,0.8
meg + ír + t,3,0,met,m ɛ t,0.5
éɲ + let,2,0,let,l ɛ t,0.4
mér + té + k,3,0,make,m eɪ k,0.8333333333333334
ij + es,2,0,ish,ɪ ʃ,0.5
if + ik,2,0,if,ɪ f,0.5
kaji,1,0,key,k i,0.5
tat + ás + a,3,0,taught,t ɔ t,0.8333333333333334
tan + ít,2,0,tent,t ɛ n t,0.6
tan + ít + váɲ,3,0,tent,t ɛ n t,0.75
váɲ + a,2,0,of,ʌ v,1.0
term,1,0,m,ɛ m,0.5
an + ak,2,0,neck,n ɛ k,0.75
törekv,1,0,tech,t ɛ k,0.5
törekv + és,2,0,tech,t ɛ k,0.625
uJ,1,0,ou,u,0.5
žák,1,0,jacques,ʒ ɑ k,0.6666666666666666
ó + nő,2,0,in,ɪ n,1.0
öƩe + füG + és,3,0,f,ɛ f,0.75
füG + és,2,0,fish,f ɪ ʃ,0.8
ʃül + öT,2,0,slow,s l oʊ,0.44000000000000006
ajk,1,0,you,j u,1.0
alap + oz,2,0,laws,l ɔ z,0.5
oz + va,2,0,laws,l ɔ z,0.75
bej + in,2,0,been,b ɪ n,0.4
ék + ot,2,0,court,k ɔ ɹ t,0.5
bátor + ság,2,0,but,b ʌ t,0.875
čöKent + és,2,0,tent,t ɛ n t,0.6
eǧeLet,1,0,jet,dʒ ɛ t,0.5
kelt,1,0,l,ɛ l,0.5
fen + tart + ás,3,0,fetish,f ɛ t ɪ ʃ,0.6666666666666666
fir,1,0,fee,f i,0.3333333333333333
lal + koʃ + tat,3,0,lost,l ɔ s t,0.5555555555555556
koʃ + tat,2,0,crossed,k ɹ ɔ s t,0.5
gij,1,0,e,i,0.6666666666666666
ǧőz + őd,2,0,aged,eɪ dʒ d,0.8
őd + ve,2,0,death,d ɛ θ,0.75
ó + z,2,0,is,ɪ z,1.0
ó + z + ás,3,0,sh,ʃ,0.75
hál + ó,2,0,whole,h oʊ l,0.75
eɦ,1,0,eh,ɛ,0.5
ki + kapčol,2,0,kicked,k ɪ k t,0.6
ki + ʃolgál,2,0,call,k ɔ l,0.625
kocká,1,0,courts,k ɔ ɹ t s,0.5714285714285714
lab,1,0,lab,l æ b,0.6666666666666666
lab + or,2,0,law,l ɔ,0.6
lab + or + at,3,0,bot,b ɔ t,0.5714285714285714
or + at,2,0,ought,ɔ t,0.5
or + at + ór,3,0,ought,ɔ t,0.6666666666666666
at + ór,2,0,to,t u,1.0
at + ór + ij,3,0,t,t i,0.6666666666666666
ór + ij,2,0,e,i,0.75
ór + ij + um,3,0,eu,i j u,0.5
ij + um + i,3,0,eu,i j u,0.4
le + ad,2,0,lead,l ɛ d,0.25
as + aB,2,0,sh,ʃ,0.75
tekint + és,2,0,tent,t ɛ n t,0.5
el + et + i,3,0,let,l ɛ t,0.4
ɲit + ás,2,0,it,ɪ t,0.6
ɲúl + t,2,0,lot,l ɑ t,0.75
pub,1,0,poo,p u,0.3333333333333333
pub + lik,2,0,public,p ʌ b l ɪ k,0.3333333333333333
pub + lik + ál,3,0,public,p ʌ b l ɪ k,0.5
lik + ál,2,0,leak,l i k,0.4
rovar,1,0,aw,ɔ,0.8
ʃél + es + ség,3,0,flesh,f l ɛ ʃ,0.75
titk + á,2,0,tick,t ɪ k,0.4
ek + ez + és,3,0,cares,k ɛ ɹ z,0.6666666666666666
álmod,1,0,mod,m ɔ d,0.4
ár + ɲal,2,0,all,ɔ l,1.0
ár + ɲal + at,3,0,lot,l ɑ t,0.8571428571428571
ɲal,1,0,all,ɔ l,1.0
ɲal + at,2,0,lot,l ɑ t,0.8
él + ő + léɲ,3,0,lol,l ɔ l,0.8333333333333334
ő + léɲ,2,0,all,ɔ l,1.0
érdekl + őd + ő,3,0,dead,d ɛ d,0.6666666666666666
ösvéɲ,1,0,sh,ʃ,0.8
üzen,1,0,zen,z ɛ n,0.25
s + a,2,0,sh,ʃ,0.5
ok + hoz,2,0,calls,k ɔ l z,0.6
faǧ,1,0,if,ɪ f,1.0
fajtá,1,0,few,f j u,0.8
foglal + ás,2,0,fall,f ɔ l,0.625
hektár,1,0,heck,h ɛ k,0.5
huʃ + on,2,0,hussein,h u s eɪ n,0.4
qu,1,0,coup,k u,0.0
jeǧz + ő + köɲv,3,0,echo,ɛ k oʊ,0.6888888888888889
ő + köɲv,2,0,cove,k oʊ v,0.44000000000000006
jok,1,0,york,j ɔ ɹ k,0.3333333333333333
jok + ʃabáj,2,0,york,j ɔ ɹ k,0.75
jár + t + a,3,0,yet,j ɛ t,0.8
keriŋg,1,0,king,k ɪ ŋ,0.5
koP,1,0,call,k ɔ l,0.6666666666666666
párt,1,0,put,p ʊ t,0.75
túrá + t,2,0,taught,t ɔ t,0.8
us + á,2,0,push,p ʊ ʃ,0.6666666666666666
cas,1,0,it's,ɪ t s,0.8
ob + jek + tum,3,0,yet,j ɛ t,0.625
jek + tum,2,0,yet,j ɛ t,0.5
op + tim,2,0,team,t i m,0.4
oʃtáj + á,2,0,lost,l ɔ s t,0.6666666666666666
rajzol,1,0,y'all,j ɔ l,0.5
reform,1,0,m,ɛ m,0.6666666666666666
roɦan,1,0,gone,g ɔ n,0.8
i + ség + ek,3,0,ish,ɪ ʃ,0.6666666666666666
anija,1,0,knee,n i,0.6
test + ek,2,0,tech,t ɛ k,0.5
ked + és + é,3,0,ed,ɛ d,0.6666666666666666
vit + or,2,0,it,ɪ t,0.6
lá,1,0,all,ɔ l,1.0
az + oT + ak,3,0,talk,t ɔ k,0.8333333333333334
bab,1,0,bob,b ɑ b,0.6666666666666666
čerél + t,2,0,tell,t ɛ l,0.625
áʃ + at + i,3,0,see,s i,0.6
čip,1,0,ship,ʃ ɪ p,0.4
eR + en,2,0,n,ɛ n,0.5
eR + en + del,3,0,end,ɛ n d,0.5714285714285714
en + del,2,0,end,ɛ n d,0.4
el + vég + eʃ,3,0,ls,ɛ l ɛ s,0.42857142857142855
fedeʃ + t,2,0,fest,f ɛ s t,0.3333333333333333
eg + et + és,3,0,et,ɛ t,0.6666666666666666
guj,1,0,ou,u,0.6666666666666666
s + ít + oT,3,0,shaw,ʃ ɔ,0.6
zak,1,0,zach,z æ k,0.6666666666666666
iḧ,1,0,e,i,0.5
ij + óji,2,0,ye,j i,0.6
őt + len,2,0,ten,t ɛ n,0.4
ad + váɲ + ok,3,0,d'or,d ɔ ɹ,0.8571428571428571
váɲ + ok,2,0,talk,t ɔ k,0.8
kijép,1,0,keep,k i p,0.4
kijép + ít,2,0,keep,k i p,0.5714285714285714
kébz + és + i,3,0,be,b i,0.7142857142857143
kérd + ő,2,0,could,k ʊ d,0.8
mek + keres,2,0,mesh,m ɛ ʃ,0.625
dem + el + t,3,0,dealt,d ɛ l t,0.3333333333333333
muŋká + s + ság,3,0,monk,m ʌ ŋ k,0.7777777777777778
s + ság,2,0,sh,ʃ,0.75
ɲel,1,0,l,ɛ l,0.3333333333333333
máɲ + t,2,0,might,m aɪ t,0.75
ijá + k,2,0,week,w i k,0.75
ɦét,1,0,to,t u,1.0
táf,1,0,tough,t ʌ f,0.6666666666666666
közl + és,2,0,coal,k oʊ l,0.5333333333333333
öTé,1,0,oh,oʊ,0.7333333333333334
öTé + k,2,0,oak,oʊ k,0.55
túl + él + és,3,0,tell,t ɛ l,0.8571428571428571
él + és,2,0,sh,ʃ,0.75
árɲék,1,0,co,k oʊ,1.0
jak,1,0,you,j u,1.0
óvodá,1,0,von,v ɔ n,0.8
mir,1,0,me,m i,0.3333333333333333
ság + á,2,0,sh,ʃ,0.75
ság + á + t,3,0,shit,ʃ ɪ t,0.8
e + tet,2,0,test,t ɛ s t,0.5
fel + sorol,2,0,fall,f ɔ l,0.625
sorol,1,0,all,ɔ l,0.6
fel + ʃámol,2,0,small,s m ɔ l,0.5
ʃámol + ás,2,0,small,s m ɔ l,0.42857142857142855
tét + el + eji,3,0,tell,t ɛ l,0.625
el + eji,2,0,ellie,ɛ l i,0.4
eji + ről,2,0,l,ɛ l,0.6666666666666666
for + mát,2,0,fought,f ɔ t,0.5
for + mát + um,3,0,fought,f ɔ t,0.625
mát + um,2,0,tomb,t u m,0.4
féɲ + kép + ez,3,0,cares,k ɛ ɹ z,0.75
er + át,2,0,et,ɛ t,0.5
er + át + or,3,0,et,ɛ t,0.6666666666666666
os + ság + ok,3,0,shaw,ʃ ɔ,0.7142857142857143
máʃ,1,0,miss,m ɪ s,0.6666666666666666
hej + i + ség,3,0,he,h i,0.7142857142857143
hej + ük,2,0,heck,h ɛ k,0.4
zanak,1,0,zone,z oʊ n,0.8
ismer + tet,2,0,met,m ɛ t,0.625
tet + és + e,3,0,test,t ɛ s t,0.6666666666666666
er + son,2,0,sean,ʃ ɔ n,0.4
jeǧzet,1,0,yet,j ɛ t,0.5
jöv + ed + elm,3,0,del,d ɛ l,0.625
ed + elm,2,0,del,d ɛ l,0.4
elm + e,2,0,m,ɛ m,0.5
ki + bočát,2,0,kit,k ɪ t,0.6666666666666666
bočát,1,0,bot,b ɔ t,0.5714285714285714
bočát + oT,2,0,bot,b ɔ t,0.6666666666666666
ont,1,0,ought,ɔ t,0.3333333333333333
ʃentel,1,0,sent,s ɛ n t,0.3333333333333333
ʃentel + t,2,0,sent,s ɛ n t,0.42857142857142855
ʃerv + i,2,0,see,s i,0.6
ék + á,2,0,co,k oʊ,1.0
sít,1,0,shit,ʃ ɪ t,0.6666666666666666
tart + hat,2,0,hit,h ɪ t,0.8571428571428571
ʃék + i,2,0,ski,s k i,0.25
von + t,2,0,von,v ɔ n,0.25
zuŋk,1,0,zoo,z u,0.5
áld + ás,2,0,old,oʊ l d,0.8
be + vásárl,2,0,bell,b ɛ l,0.625
vásárl + ó,2,0,shall,ʃ æ l,0.8571428571428571
ó + köʃ,2,0,close,k l oʊ s,0.55
čök + ken + és,3,0,ten,t ɛ n,0.7
ken + és,2,0,ken,k ɛ n,0.4
og + ráf,2,0,off,ɔ f,0.6
ráf,1,0,if,ɪ f,1.0
diʃnó,1,0,dean,d i n,0.4
kébzel + t,2,0,belt,b ɛ l t,0.42857142857142855
tévet,1,0,vet,v ɛ t,0.4
tévet + t,2,0,vet,v ɛ t,0.5
gerinc,1,0,it's,ɪ t s,0.625
ked + nek,2,0,neck,n ɛ k,0.5
ay,1,0,e,i,0.5
hír + nev,2,0,never,n ɛ v ɝ,0.6666666666666666
vij,1,0,v,v i,0.3333333333333333
ew,1,0,ev,ɛ v,0.0
ismétl,1,0,it,ɪ t,0.6666666666666666
kezd + őt,2,0,credit,k ɹ ɛ d ʌ t,0.6666666666666666
őt + tek,2,0,tech,t ɛ k,0.4
kiŋ,1,0,king,k ɪ ŋ,0.0
i + m,2,0,im,ɪ m,0.0
kéɲ + ʃer,2,0,said,s ɛ d,0.8333333333333334
kéɲ + ʃer + ít,3,0,set,s ɛ t,0.625
ʃer + ít,2,0,set,s ɛ t,0.4
ség + ek + kel,3,0,shell,ʃ ɛ l,0.625
és + ek + kel,3,0,shell,ʃ ɛ l,0.5714285714285714
és + é + ɦez,3,0,shares,ʃ ɛ ɹ z,0.6666666666666666
óv,1,0,of,ʌ v,1.0
nev + ez + et,3,0,net,n ɛ t,0.5714285714285714
ɲer + em,2,0,m,ɛ m,0.6
néǧzet,1,0,net,n ɛ t,0.5
or + ʃág + ba,3,0,loss,l ɔ s,0.8571428571428571
ʃág + ba,2,0,sub,s ʌ b,0.8
növel + és,2,0,noel,n oʊ ɛ l,0.4571428571428572
an + čnok + ság,3,0,talk,t ɔ k,0.7272727272727273
čnok + ság,2,0,talk,t ɔ k,0.6666666666666666
plat,1,0,plot,p l ɑ t,0.5
plat + form,2,0,platform,p l æ t f ɔ ɹ m,0.5
form,1,0,form,f ɔ ɹ m,0.5
vez + et + é,3,0,vet,v ɛ t,0.5
tav,1,0,to,t u,1.0
vitat,1,0,it,ɪ t,0.6
ǧil + kos + ság,3,0,jill,dʒ ɪ l,0.6666666666666666
kos + ság,2,0,call,k ɔ l,0.8333333333333334
öƩe + tev,2,0,et,ɛ t,0.6666666666666666
öƩe + tev + ő,3,0,et,ɛ t,0.7142857142857143
tev + ő,2,0,ev,ɛ v,0.5
üzemel + tet,2,0,melt,m ɛ l t,0.5555555555555556
bele + eǧ,2,0,bell,b ɛ l,0.5
bele + eǧ + ez,3,0,bells,b ɛ l z,0.5
céJaji,1,0,see,s i,0.75
el + fog,2,0,elf,ɛ l f,0.4
vét + el + é,3,0,tell,t ɛ l,0.5
el + é + t,3,0,l,ɛ l,0.5
fügvéɲ,1,0,five,f aɪ v,0.8333333333333334
er + al,2,0,l,ɛ l,0.5
hijáɲ + oʃ,2,0,he,h i,0.7142857142857143
ál + is + an,3,0,lean,l i n,0.5
er + e,2,0,eh,ɛ,0.6666666666666666
ɦaǧ + ás,2,0,josh,dʒ ɑ ʃ,0.8
ki + terjed,2,0,kid,k ɪ d,0.625
ít + ás + ra,3,0,sh,ʃ,0.8333333333333334
kötel + es + ség,3,0,tell,t ɛ l,0.7
ɦoz + ás + á,3,0,laws,l ɔ z,0.8333333333333334
mek + fogalm,2,0,call,k ɔ l,0.6666666666666666
mek + fogalm + az,3,0,calls,k ɔ l z,0.6363636363636364
mek + kül,2,0,mel,m ɛ l,0.5
mek + kül + öm,3,0,mel,m ɛ l,0.625
kül + öm + böʃ,3,0,close,k l oʊ s,0.525
öm + böʃ,2,0,most,m oʊ s t,0.64
öm + böʃ + tet,3,0,most,m oʊ s t,0.525
böʃ,1,0,boats,b oʊ t s,0.39999999999999997
böʃ + tet,2,0,boast,b oʊ s t,0.3666666666666667
on + ok,2,0,talk,t ɔ k,0.75
süŋk,1,0,inc,ɪ ŋ k,0.75
sin,1,0,shin,ʃ ɪ n,0.0
oldal + ú,2,0,all,ɔ l,0.6666666666666666
at + og,2,0,talk,t ɔ k,0.75
at + og + ban,3,0,torn,t ɔ ɹ n,0.7142857142857143
ʃeLem + é,2,0,m,ɛ m,0.6666666666666666
ʃál + ni,2,0,see,s i,0.6
tempó,1,0,temp,t ɛ m p,0.2
uralm,1,0,full,f ʊ l,0.8
at + koz + nak,3,0,talk,t ɔ k,0.625
ölel,1,0,l,ɛ l,0.5
fogad + ás,2,0,ford,f ɔ ɹ d,0.7142857142857143
be + tör,2,0,bet,b ɛ t,0.4
bá,1,0,be,b i,1.0
čelekv,1,0,tell,t ɛ l,0.625
čelekv + és,2,0,tell,t ɛ l,0.7
eǧ + es + ít,3,0,jet,dʒ ɛ t,0.5
es + ít + eT,3,0,et,ɛ t,0.6666666666666666
el + őz + méɲ,3,0,m,ɛ m,0.7142857142857143
őz + méɲ,2,0,mm,m,0.8
eC,1,0,et,ɛ t,0.5
ét + ek,2,0,tech,t ɛ k,0.25
feJeǧz,1,0,edge,ɛ dʒ,0.6666666666666666
feJeǧz + és,2,0,fresh,f ɹ ɛ ʃ,0.75
ó + ba,2,0,be,b i,1.0
fre,1,0,fair,f ɛ ɹ,0.6666666666666666
gil,1,0,ill,ɪ l,0.3333333333333333
in + dok,2,0,indoor,ɪ n d ɔ ɹ,0.4
ít + méɲ + ek,3,0,tech,t ɛ k,0.5714285714285714
eǧ + ez + és,3,0,edge,ɛ dʒ,0.6666666666666666
meg + lát + ogat,3,0,melt,m ɛ l t,0.6
ogat + t,2,0,ought,ɔ t,0.6
ogat + t + a,3,0,ought,ɔ t,0.6666666666666666
galm + as,2,0,mm,m,0.8333333333333334
