hu_ngram,n,en_word,en_pron,cost,count
játsz + hat,2,yield,j i l d,4.22,4
játsz + ás,2,yield,j i l d,4.22,4
király + ság,2,killed,k ɪ l d,4.22,4
köz + gazda,2,cold,k oʊ l d,4.22,4
közép + kor,2,cold,k oʊ l d,4.22,4
levél + tár,2,left,l ɛ f t,4.22,4
meg + bocsát,2,meant,m ɛ n t,4.22,4
meg + zavar,2,miles,m aɪ l z,4.22,4
mellék + hat,2,meant,m ɛ n t,4.22,4
munka + idő,2,think,θ ɪ ŋ k,4.22,4
rögzít + és,2,goals,g oʊ l z,4.22,4
sötét + ség,2,notes,n oʊ t s,4.22,4
tartoz + ás,2,want,w ɑ n t,4.22,4
ter + ápiá,2,tells,t ɛ l z,4.22,4
termék + ek,2,tells,t ɛ l z,4.22,4
tiszta + ság,2,built,b ɪ l t,4.22,4
vérz + és,2,please,p l i z,4.22,4
át + alakul,2,still,s t ɪ l,4.22,4
ít + sa,2,don't,d oʊ n t,4.22,4
üzem + anyag,2,stem,s t ɛ m,4.22,4
lát + ogat,2,lot,l ɑ t,4.24,35
jelent + és,2,well,w ɛ l,4.24,22
védelm + i,2,void,v ɔɪ d,4.24,18
szövet + ség,2,save,s eɪ v,4.24,17
támad + ás,2,time,t aɪ m,4.24,17
játék + os,2,yet,j ɛ t,4.24,13
fogalm + az,2,fall,f ɔ l,4.24,12
meg + ismer,2,men,m ɛ n,4.24,11
be + jelent,2,bed,b ɛ d,4.24,9
fő + város,2,five,f aɪ v,4.24,9
had + sereg,2,hot,h ɑ t,4.24,9
jelen + tet,2,well,w ɛ l,4.24,9
nehéz + ség,2,net,n ɛ t,4.24,9
jelen + lét,2,well,w ɛ l,4.24,8
játék + ok,2,yet,j ɛ t,4.24,8
jóvá + hagy,2,you've,j u v,4.24,8
web + oldal,2,web,w ɛ b,4.24,8
bíz + ható,2,base,b eɪ s,4.24,7
j]=te + ség,2,yet,j ɛ t,4.24,7
názi + um,2,news,n u z,4.24,7
ter + elnök,2,tell,t ɛ l,4.24,7
védelm + é,2,void,v ɔɪ d,4.24,7
harm + adik,2,hot,h ɑ t,4.24,6
jelen + ség,2,well,w ɛ l,4.24,6
meg + enged,2,men,m ɛ n,4.24,6
számol + ás,2,some,s ʌ m,4.24,6
törekv + és,2,tone,t oʊ n,4.24,6
ki + jelent,2,king,k ɪ ŋ,4.24,5
meg + alkot,2,men,m ɛ n,4.24,5
művel + őd,2,move,m u v,4.24,5
nagy + város,2,not,n ɑ t,4.24,5
panasz + kod,2,john,dʒ ɑ n,4.24,5
remény + ked,2,them,ð ɛ m,4.24,5
sugárz + ás,2,should,ʃ ʊ d,4.24,5
teremt + és,2,tell,t ɛ l,4.24,5
gyerek + ei,2,jeff,dʒ ɛ f,4.24,4
iskolá + já,2,inc,ɪ ŋ k,4.24,4
ki + hirdet,2,king,k ɪ ŋ,4.24,4
le + rombol,2,let,l ɛ t,4.24,4
nagy + követ,2,not,n ɑ t,4.24,4
német + ek,2,name,n eɪ m,4.24,4
ség + ei,2,shots,ʃ ɑ t s,4.27,15
prob + lémá,2,globe,g l oʊ b,4.282,24
függ + etlen,2,full,f ʊ l,4.323,8
olvas + hat,2,old,oʊ l d,4.323,4
ógia + i,2,skills,s k ɪ l z,4.36,23
tájék + oz,2,blank,b l æ ŋ k,4.36,20
próbál + t,2,plant,p l æ n t,4.36,15
érték + es,2,blank,b l æ ŋ k,4.36,10
év + század,2,schools,s k u l z,4.36,10
számít + hat,2,spent,s p ɛ n t,4.36,7
állít + hat,2,states,s t eɪ t s,4.36,5
alap + jai,2,blocks,b l ɑ k s,4.36,4
alapít + ott,2,blocks,b l ɑ k s,4.36,4
alapít + ás,2,blocks,b l ɑ k s,4.36,4
zár + ják,2,states,s t eɪ t s,4.36,4
át + tekint,2,spent,s p ɛ n t,4.36,4
ver + senyz,2,left,l ɛ f t,4.37,11
regény + ek,2,left,l ɛ f t,4.37,4
emlék + ez,2,blank,b l æ ŋ k,4.4,24
érdek + es,2,blank,b l æ ŋ k,4.4,11
elő + állít,2,plant,p l æ n t,4.4,10
rész + ei,2,states,s t eɪ t s,4.4,7
említ + ett,2,spent,s p ɛ n t,4.4,6
érkez + és,2,schools,s k u l z,4.4,5
észre + ve,2,states,s t eɪ t s,4.4,5
el + külön,2,plant,p l æ n t,4.4,4
emlék + ek,2,blank,b l æ ŋ k,4.4,4
említ + és,2,spent,s p ɛ n t,4.4,4
érkez + ett,2,schools,s k u l z,4.4,4
el + kerül,2,plant,p l æ n t,4.44,17
ember + ek,2,smells,s m ɛ l z,4.44,17
etlen + ül,2,states,s t eɪ t s,4.44,10
mér + föld,2,swift,s w ɪ f t,4.44,6
ugr + ott,2,and,ʌ n d,4.44,6
uk + ban,2,and,ʌ n d,4.44,6
el + mesél,2,plant,p l æ n t,4.44,5
enged + ni,2,stand,s t æ n d,4.44,4
etlen + ek,2,states,s t eɪ t s,4.44,4
mérnök + i,2,stand,s t æ n d,4.44,4
tekint + hető,2,tech,t ɛ k,4.44,4
alkot + ás,2,plant,p l æ n t,4.48,12
el + követ,2,plant,p l æ n t,4.48,10
elnök + ség,2,blank,b l æ ŋ k,4.48,5
eszköz + ök,2,schools,s k u l z,4.48,5
egész + ség,2,end,ɛ n d,4.64,27
el + fogad,2,old,oʊ l d,4.64,23
vissza + tér,2,with,w ɪ ð,4.64,19
ismer + és,2,it's,ɪ t s,4.64,16
oktat + ás,2,x,ɛ k s,4.64,15
er + áció,2,end,ɛ n d,4.64,12
eg + óriá,2,end,ɛ n d,4.64,10
ik + áció,2,it's,ɪ t s,4.64,10
város + á,2,vote,v oʊ t,4.64,10
idő + pont,2,it's,ɪ t s,4.64,9
ország + ok,2,it's,ɪ t s,4.64,8
rajong + ó,2,was,w ɑ z,4.64,8
ság + ai,2,should,ʃ ʊ d,4.64,8
város + i,2,vote,v oʊ t,4.64,8
iz + áció,2,it's,ɪ t s,4.64,7
atlan + ul,2,it's,ɪ t s,4.64,6
ev + ízió,2,end,ɛ n d,4.64,5
ul + áció,2,old,oʊ l d,4.64,5
el + marad,2,old,oʊ l d,4.64,4
el + talál,2,old,oʊ l d,4.64,4
enged + tA/,2,end,ɛ n d,4.64,4
ismer + ni,2,it's,ɪ t s,4.64,4
járul + t,2,use,j u s,4.64,4
mű + hold,2,make,m eɪ k,4.64,4
robban + ás,2,long,l ɔ ŋ,4.64,4
vissza + men,2,with,w ɪ ð,4.64,4
vissza + von,2,with,w ɪ ð,4.64,4
vállal + t,2,vote,v oʊ t,4.64,4
ás + pont,2,keep,k i p,4.64,4
észak + kelet,2,blocks,b l ɑ k s,4.64,4
létre + hoz,2,let's,l ɛ t s,4.67,18
változ + ás,2,felt,f ɛ l t,4.67,18
kép + visel,2,keeps,k i p s,4.67,16
mérkőz + és,2,milk,m ɪ l k,4.67,13
szín + vonal,2,steve,s t i v,4.67,10
képzel + és,2,calls,k ɔ l z,4.67,9
méltó + ság,2,felt,f ɛ l t,4.67,6
alap + anyag,2,stop,s t ɑ p,4.67,4
cen + tráció,2,went,w ɛ n t,4.67,4
kép + regény,2,keeps,k i p s,4.67,4
rándul + ás,2,find,f aɪ n d,4.67,4
ság + talan,2,shift,ʃ ɪ f t,4.67,4
ség + telen,2,shift,ʃ ɪ f t,4.67,4
téri + um,2,tweets,t w i t s,4.72,14
év + tized,2,schools,s k u l z,4.72,13
állít + ani,2,states,s t eɪ t s,4.72,10
elő + segít,2,flash,f l æ ʃ,4.72,9
út + vonal,2,states,s t eɪ t s,4.72,9
társ + ai,2,tweets,t w i t s,4.72,8
más + odik,2,stand,s t æ n d,4.72,7
cél + pont,2,steps,s t ɛ p s,4.72,6
válasz + tó,2,states,s t eɪ t s,4.72,6
támasz + kod,2,tweets,t w i t s,4.72,5
űr + hajó,2,states,s t eɪ t s,4.72,5
cél + jai,2,states,s t eɪ t s,4.72,4
tárol + ás,2,tweets,t w i t s,4.72,4
él + vonal,2,plant,p l æ n t,4.72,4
út + mutat,2,states,s t eɪ t s,4.72,4
orvos + ok,2,old,oʊ l d,4.723,5
ablak + ok,2,and,ʌ n d,4.723,4
ad + émia,2,and,ʌ n d,4.723,4
ad + émiá,2,and,ʌ n d,4.723,4
azonos + ít,2,stone,s t oʊ n,4.732,16
meg + változ,2,meant,m ɛ n t,4.82,19
for + máció,2,fault,f ɔ l t,4.82,18
meg + próbál,2,makes,m eɪ k s,4.82,15
bajnok + ság,2,box,b ɑ k s,4.82,11
sérül + és,2,shots,ʃ ɑ t s,4.82,11
munka + társ,2,think,θ ɪ ŋ k,4.82,10
üzemel + tet,2,stem,s t ɛ m,4.82,9
meg + rendel,2,meant,m ɛ n t,4.82,7
helyre + állít,2,held,h ɛ l d,4.82,6
hnol + ógiá,2,small,s m ɔ l,4.82,6
talál + ható,2,told,t oʊ l d,4.82,6
vásárl + ó,2,votes,v oʊ t s,4.82,6
meg + fogalm,2,makes,m eɪ k s,4.82,5
gazdag + ság,2,bond,b ɑ n d,4.82,4
hnol + ógia,2,small,s m ɔ l,4.82,4
irodá + já,2,small,s m ɔ l,4.82,4
meg + fordul,2,makes,m eɪ k s,4.82,4
nap + jaink,2,cops,k ɑ p s,4.82,4
ki + alakul,2,king,k ɪ ŋ,4.84,14
ki + alakít,2,king,k ɪ ŋ,4.84,13
hozzá + járul,2,hall,h ɔ l,4.84,9
ki + elégít,2,king,k ɪ ŋ,4.84,5
teher + autó,2,tell,t ɛ l,4.84,5
bátor + ság,2,but,b ʌ t,4.84,4
fiatal + ok,2,fit,f ɪ t,4.84,4
meg + alapít,2,men,m ɛ n,4.84,4
para + méter,2,pop,p ɑ p,4.84,4
védelm + ez,2,void,v ɔɪ d,4.84,4
értelm + ű,2,that's,ð æ t s,4.87,6
értelm + i,2,that's,ð æ t s,4.87,4
rész + tvevő,2,states,s t eɪ t s,4.96,9
tség + vet,2,states,s t eɪ t s,4.96,9
járműv + ek,2,stamp,s t æ m p,4.96,4
el + képzel,2,plant,p l æ n t,5.0,15
érdekl + őd,2,blank,b l æ ŋ k,5.0,15
vél + etlen,2,spent,s p ɛ n t,5.0,5
egy + értelm,2,spent,s p ɛ n t,5.0,4
észre + vesz,2,states,s t eɪ t s,5.0,4
el + felejt,2,plant,p l æ n t,5.04,12
el + terjed,2,plant,p l æ n t,5.04,9
etlen + ség,2,states,s t eɪ t s,5.04,6
ember + ei,2,smells,s m ɛ l z,5.04,5
erő + feszít,2,swift,s w ɪ f t,5.04,5
ügynök + ség,2,blank,b l æ ŋ k,5.04,5
udvar + i,2,and,ʌ n d,5.04,4
alkat + rész,2,plant,p l æ n t,5.08,5
eszköz + ei,2,schools,s k u l z,5.08,4
állam + polgár,2,stamp,s t æ m p,5.2,7
alkalm + az,2,old,oʊ l d,5.24,38
vál + ogat,2,will,w ɪ l,5.24,12
el + foglal,2,old,oʊ l d,5.24,9
ragasz + kod,2,was,w ɑ z,5.24,9
alkalm + as,2,old,oʊ l d,5.24,6
ismer + tet,2,it's,ɪ t s,5.24,6
légi + um,2,like,l aɪ k,5.24,6
város + ok,2,vote,v oʊ t,5.24,6
atlan + ság,2,it's,ɪ t s,5.24,5
járul + ás,2,use,j u s,5.24,5
ösztön + díj,2,old,oʊ l d,5.24,5
máció + k,2,make,m eɪ k,5.24,4
rá + talál,2,that,ð æ t,5.24,4
ály + talan,2,that,ð æ t,5.24,4
ás + talan,2,that,ð æ t,5.24,4
változ + tat,2,felt,f ɛ l t,5.27,26
együtt + működ,2,states,s t eɪ t s,5.29,16
távol + ság,2,tweets,t w i t s,5.32,15
elő + fordul,2,cliff,k l ɪ f,5.32,9
férfi + ak,2,flights,f l aɪ t s,5.32,6
árt + atlan,2,spent,s p ɛ n t,5.32,6
igazol + ás,2,blocks,b l ɑ k s,5.32,5
pár + huzam,2,plant,p l æ n t,5.32,4
og + ráfia,2,old,oʊ l d,5.323,7
adat + bázis,2,blood,b l ʌ d,5.333,6
város + ban,2,schools,s k u l z,5.41,5
iroda + lom,2,small,s m ɔ l,5.42,11
vásárl + ás,2,votes,v oʊ t s,5.42,9
közre + működ,2,cold,k oʊ l d,5.42,7
rész + vétel,2,steve,s t i v,5.42,7
karban + tart,2,cops,k ɑ p s,5.42,5
tenger + part,2,tells,t ɛ l z,5.42,5
sajtó + tájék,2,want,w ɑ n t,5.42,4
vásár + hely,2,votes,v oʊ t s,5.42,4
értelm + ez,2,that's,ð æ t s,5.47,14
polgár + mester,2,paul,p ɔ l,5.64,11
össze + foglal,2,spent,s p ɛ n t,5.64,6
idő + tartam,2,it's,ɪ t s,5.84,5
vissza + vonul,2,with,w ɪ ð,5.84,5
isz + tráció,2,it's,ɪ t s,5.84,4
fő + iskolá,2,flights,f l aɪ t s,5.92,4
struk + ció,2,states,s t eɪ t s,5.92,4
struk + túrá,2,states,s t eɪ t s,5.92,4
végre + hajt,2,votes,v oʊ t s,6.02,16
közép + iskolá,2,cold,k oʊ l d,6.02,7
világ + bajnok,2,killed,k ɪ l d,6.02,6
világ + háború,2,killed,k ɪ l d,6.02,4
z + t + e,3,step,s t ɛ p,0.92,4
ó + k + at,3,scott,s k ɑ t,1.07,18
kap + t + a,3,cop,k ɑ p,1.44,5
t + ek + et,3,tech,t ɛ k,1.44,4
men + t + em,3,meant,m ɛ n t,1.52,5
men + t + ek,3,meant,m ɛ n t,1.52,4
ment + et + t,3,meant,m ɛ n t,1.52,4
mond + t + a,3,meant,m ɛ n t,1.67,6
ek + ül + t,3,schools,s k u l z,1.71,6
hagy + t + a,3,hunt,h ʌ n t,1.733,7
dob + t + a,3,don't,d oʊ n t,1.733,4
ő + k + et,3,scott,s k ɑ t,1.82,18
tet + t + e,3,tell,t ɛ l,1.84,16
tat + t + a,3,top,t ɑ p,1.84,9
t + á + n,3,turn,t ɝ n,1.84,4
őr + i + z,3,please,p l i z,1.858,22
ő + i + t,3,sweet,s w i t,1.858,5
et + t + em,3,stem,s t ɛ m,1.87,11
ol + t + a,3,old,oʊ l d,1.923,12
fel + nő + tt,3,fell,f ɛ l,2.04,8
ki + köt + ő,3,kick,k ɪ k,2.04,8
lak + ás + á,3,lock,l ɑ k,2.04,5
kaz + et + tá,3,cause,k ɑ z,2.04,4
ki + men + t,3,kim,k ɪ m,2.04,4
szen + tel + t,3,sent,s ɛ n t,2.12,5
dönt + ő + jé,3,don't,d oʊ n t,2.12,4
men + t + ünk,3,meant,m ɛ n t,2.12,4
kod + ás + i,3,code,k oʊ d,2.123,4
szak + asz + á,3,suck,s ʌ k,2.123,4
ül + et + é,3,plates,p l eɪ t s,2.2,16
ét + el + é,3,steps,s t ɛ p s,2.2,5
z + tat + ás,3,states,s t eɪ t s,2.2,4
ít + ett + e,3,steps,s t ɛ p s,2.24,22
ül + et + e,3,plates,p l eɪ t s,2.24,7
et + el + t,3,spent,s p ɛ n t,2.24,5
gyöny + ör + ű,3,joan,dʒ oʊ n,2.24,5
el + et + é,3,plates,p l eɪ t s,2.24,4
ép + ül + t,3,spent,s p ɛ n t,2.25,6
bé + k + é,3,books,b ʊ k s,2.27,6
leg + tö + bb,3,left,l ɛ f t,2.27,6
tö + bb + ször,3,types,t aɪ p s,2.27,5
él + ő + k,3,black,b l æ k,2.27,5
meg + te + tt,3,meant,m ɛ n t,2.27,4
z + tA/ + Ad,3,stop,s t ɑ p,2.27,4
ít + ő + k,3,stock,s t ɑ k,2.27,4
et + t + e,3,end,ɛ n d,2.307,39
es + ül + t,3,schools,s k u l z,2.31,10
et + é + t,3,state,s t eɪ t,2.32,20
el + é + t,3,flight,f l aɪ t,2.32,4
et + é + n,3,stone,s t oʊ n,2.32,4
el + ad + ás,3,blood,b l ʌ d,2.382,9
ész + et + i,3,sweat,s w ɛ t,2.42,19
szer + ű + bb,3,self,s ɛ l f,2.42,11
ász + at + i,3,spot,s p ɑ t,2.42,9
ár + ol + t,3,small,s m ɔ l,2.42,7
hoz + t + a,3,fault,f ɔ l t,2.42,6
ül + et + i,3,flight,f l aɪ t,2.42,6
kez + ő + k,3,kent,k ɛ n t,2.42,4
koz + ó + k,3,called,k ɔ l d,2.42,4
le + ír + t,3,left,l ɛ f t,2.42,4
nyer + t + e,3,left,l ɛ f t,2.42,4
te + tté + k,3,tells,t ɛ l z,2.42,4
tör + t + e,3,don't,d oʊ n t,2.42,4
üt + ött + e,3,stone,s t oʊ n,2.42,4
tud + ó + s,3,would,w ʊ d,2.44,12
en + csé + s,3,end,ɛ n d,2.44,5
te + tt + em,3,tell,t ɛ l,2.44,5
it + ás + a,3,it's,ɪ t s,2.44,4
ve + tet + t,3,get,g ɛ t,2.44,4
el + et + i,3,flight,f l aɪ t,2.47,5
et + tes + e,3,flesh,f l ɛ ʃ,2.47,4
ez + et + é,3,sweat,s w ɛ t,2.47,4
ít + ott + a,3,stone,s t oʊ n,2.482,15
szül + ő + k,3,self,s ɛ l f,2.482,6
jö + tt + ek,3,y'all,j ɔ l,2.49,5
jö + tt + em,3,y'all,j ɔ l,2.49,4
ol + t + ak,3,old,oʊ l d,2.523,5
ép + ít + ő,3,spots,s p ɑ t s,2.56,9
og + at + ó,3,spots,s p ɑ t s,2.56,5
oz + at + á,3,spots,s p ɑ t s,2.56,5
ül + t + ek,3,blank,b l æ ŋ k,2.6,14
os + ul + t,3,schools,s k u l z,2.6,7
ad + ul + t,3,schools,s k u l z,2.6,6
el + ér + t,3,plant,p l æ n t,2.6,5
elm + é + t,3,plant,p l æ n t,2.6,4
tel + ef + on,3,tell,t ɛ l,2.64,24
fel + ad + at,3,fell,f ɛ l,2.64,22
men + ek + ül,3,men,m ɛ n,2.64,18
növ + ek + ed,3,nov,n oʊ v,2.64,15
fel + ül + et,3,fell,f ɛ l,2.64,13
hat + ék + ony,3,hot,h ɑ t,2.64,13
felel + ő + s,3,fell,f ɛ l,2.64,12
kap + it + ány,3,cop,k ɑ p,2.64,12
fel + új + ít,3,fell,f ɛ l,2.64,11
hat + ó + ság,3,hot,h ɑ t,2.64,11
fel + ép + ít,3,fell,f ɛ l,2.64,9
le + tart + ó,3,let,l ɛ t,2.64,9
tel + ep + ít,3,tell,t ɛ l,2.64,9
fel + ir + at,3,fell,f ɛ l,2.64,8
lak + os + ság,3,lock,l ɑ k,2.64,8
leszt + és + é,3,less,l ɛ s,2.64,8
hat + al + om,3,hot,h ɑ t,2.64,7
fel + ügy + el,3,fell,f ɛ l,2.64,6
ki + lát + ás,3,kill,k ɪ l,2.64,6
lak + oz + ás,3,lock,l ɑ k,2.64,6
pol + it + ik,3,paul,p ɔ l,2.64,6
hat + ár + oz,3,hot,h ɑ t,2.64,5
kap + ac + it,3,cop,k ɑ p,2.64,5
kap + csol + t,3,cop,k ɑ p,2.64,5
min + dan + nyi,3,min,m ɪ n,2.64,5
szet + ét + el,3,set,s ɛ t,2.64,5
el + t + ek,3,blank,b l æ ŋ k,2.64,4
fel + em + el,3,fell,f ɛ l,2.64,4
fel + szín + é,3,fell,f ɛ l,2.64,4
gyanú + s + ít,3,john,dʒ ɑ n,2.64,4
hat + ás + ok,3,hot,h ɑ t,2.64,4
hat + ás + os,3,hot,h ɑ t,2.64,4
hel + ik + op,3,hell,h ɛ l,2.64,4
kap + csol + ja,3,cop,k ɑ p,2.64,4
kat + al + óg,3,caught,k ɑ t,2.64,4
kim + en + et,3,kim,k ɪ m,2.64,4
köt + el + ék,3,coat,k oʊ t,2.64,4
leszt + és + i,3,less,l ɛ s,2.64,4
men + ed + ék,3,men,m ɛ n,2.64,4
men + edzs + er,3,men,m ɛ n,2.64,4
tel + ep + ed,3,tell,t ɛ l,2.64,4
tölt + és + e,3,toll,t oʊ l,2.64,4
ki + nev + ez,3,keen,k i n,2.69,8
at + á + t,3,state,s t eɪ t,2.72,21
fel + tét + el,3,felt,f ɛ l t,2.72,15
at + ik + us,3,stick,s t ɪ k,2.72,13
it + ik + us,3,stick,s t ɪ k,2.72,8
em + ény + t,3,spent,s p ɛ n t,2.72,4
fel + tár + ás,3,felt,f ɛ l t,2.72,4
ol + ik + us,3,click,k l ɪ k,2.72,4
szab + ad + ul,3,sub,s ʌ b,2.723,18
szab + ály + oz,3,sub,s ʌ b,2.723,13
fok + oz + at,3,folk,f oʊ k,2.723,10
hal + lgat + ó,3,hull,h ʌ l,2.723,9
szab + ály + ok,3,sub,s ʌ b,2.723,7
szak + ért + ő,3,suck,s ʌ k,2.723,5
ton + ság + i,3,tone,t oʊ n,2.723,5
szak + á + ban,3,suck,s ʌ k,2.723,4
szol + gál + t,3,soul,s oʊ l,2.723,4
kül + ön + leg,3,cool,k u l,2.757,9
il + it + ás,3,fleet,f l i t,2.757,6
kül + ön + ös,3,cool,k u l,2.757,6
al + it + ás,3,fleet,f l i t,2.757,4
ol + asz + or,3,plus,p l ʌ s,2.783,5
ál + lap + ít,3,stops,s t ɑ p s,2.8,17
át + ad + ás,3,stops,s t ɑ p s,2.8,7
ez + t + e,3,end,ɛ n d,2.84,33
em + el + ked,3,smells,s m ɛ l z,2.84,19
oz + t + a,3,ain't,eɪ n t,2.84,18
ül + et + ek,3,plates,p l eɪ t s,2.84,13
el + t + e,3,old,oʊ l d,2.84,11
ün + nep + el,3,steps,s t ɛ p s,2.84,10
az + t + a,3,ain't,eɪ n t,2.84,8
el + len + őr,3,spent,s p ɛ n t,2.84,8
ügy + el + et,3,smells,s m ɛ l z,2.84,7
egy + en + lő,3,spent,s p ɛ n t,2.84,6
ez + ő + k,3,end,ɛ n d,2.84,6
ít + ett + ek,3,steps,s t ɛ p s,2.84,6
i + z + ni,3,it's,ɪ t s,2.84,5
el + rend + ez,3,spend,s p ɛ n d,2.84,4
et + el + és,3,steps,s t ɛ p s,2.84,4
meny + as + szony,3,men,m ɛ n,2.84,4
ül + et + et,3,plates,p l eɪ t s,2.84,4
s + ít + és,3,shots,ʃ ɑ t s,2.87,12
rend + ez + ő,3,send,s ɛ n d,2.87,10
am + en + nyi,3,smell,s m ɛ l,2.87,9
s + ít + ás,3,shots,ʃ ɑ t s,2.87,9
gyil + kol + t,3,milk,m ɪ l k,2.87,6
múl + t + já,3,miles,m aɪ l z,2.87,6
szerz + és + é,3,cells,s ɛ l z,2.87,5
as + ol + t,3,small,s m ɔ l,2.87,4
asz + ol + t,3,small,s m ɔ l,2.87,4
el + indul + t,3,cleaned,k l i n d,2.87,4
fek + tet + ő,3,felt,f ɛ l t,2.87,4
ill + et + ő,3,sweat,s w ɛ t,2.87,4
oz + at + a,3,spot,s p ɑ t,2.87,4
ül + és + e,3,flash,f l æ ʃ,2.87,4
ül + és + i,3,flash,f l æ ʃ,2.87,4
el + len + es,3,spent,s p ɛ n t,2.88,9
et + ek + et,3,steps,s t ɛ p s,2.88,9
et + es + en,3,steps,s t ɛ p s,2.88,8
ed + el + em,3,smells,s m ɛ l z,2.88,5
egy + en + es,3,spent,s p ɛ n t,2.88,4
el + et + et,3,plates,p l eɪ t s,2.88,4
et + ek + kel,3,steps,s t ɛ p s,2.88,4
alm + á + t,3,plant,p l æ n t,2.92,5
s + ít + ett,3,shots,ʃ ɑ t s,2.92,5
ad + t + a,3,and,ʌ n d,2.923,12
ad + ó + k,3,and,ʌ n d,2.923,8
ad + ó + s,3,and,ʌ n d,2.923,7
oz + ó + k,3,old,oʊ l d,2.923,5
ad + á + t,3,and,ʌ n d,2.923,4
ad + ó + t,3,and,ʌ n d,2.923,4
ad + ó + z,3,and,ʌ n d,2.923,4
bony + ol + ít,3,bone,b oʊ n,2.923,4
hajt + ás + á,3,hunt,h ʌ n t,2.932,5
lal + koz + ó,3,bulk,b ʌ l k,2.932,4
es + ül + et,3,schools,s k u l z,2.95,8
bal + es + et,3,bulk,b ʌ l k,2.982,11
ás + á + t,3,don't,d oʊ n t,3.02,105
és + é + t,3,don't,d oʊ n t,3.02,95
ál + is + an,3,click,k l ɪ k,3.02,17
ál + lap + ot,3,stop,s t ɑ p,3.02,15
tart + ó + z,3,want,w ɑ n t,3.02,12
szem + ély + i,3,self,s ɛ l f,3.02,11
leg + jo + bb,3,left,l ɛ f t,3.02,9
le + ír + ás,3,left,l ɛ f t,3.02,8
len + őr + i,3,left,l ɛ f t,3.02,8
szer + ű + en,3,self,s ɛ l f,3.02,8
tat + ás + á,3,lots,l ɑ t s,3.02,7
ó + já + n,3,plan,p l æ n,3.02,7
ő + jé + t,3,don't,d oʊ n t,3.02,7
meg + áll + ó,3,meant,m ɛ n t,3.02,6
meg + őr + i,3,meant,m ɛ n t,3.02,6
tat + ás + a,3,lots,l ɑ t s,3.02,6
tet + és + e,3,gets,g ɛ t s,3.02,6
tet + és + é,3,gets,g ɛ t s,3.02,6
ál + lap + od,3,stop,s t ɑ p,3.02,6
ás + á + n,3,plan,p l æ n,3.02,6
ől + eg + es,3,flesh,f l ɛ ʃ,3.02,6
be + ép + ít,3,belt,b ɛ l t,3.02,5
ked + és + é,3,kent,k ɛ n t,3.02,5
koz + ás + a,3,called,k ɔ l d,3.02,5
koz + ás + t,3,called,k ɔ l d,3.02,5
meg + ér + t,3,meant,m ɛ n t,3.02,5
szem + ély + é,3,self,s ɛ l f,3.02,5
tat + ás + i,3,lots,l ɑ t s,3.02,5
tat + ás + t,3,lots,l ɑ t s,3.02,5
veszt + et + t,3,left,l ɛ f t,3.02,5
és + é + n,3,plan,p l æ n,3.02,5
ó + já + t,3,don't,d oʊ n t,3.02,5
ó + s + ít,3,don't,d oʊ n t,3.02,5
ked + és + e,3,kent,k ɛ n t,3.02,4
ki + vál + t,3,killed,k ɪ l d,3.02,4
koz + ás + i,3,called,k ɔ l d,3.02,4
meg + áll + t,3,meant,m ɛ n t,3.02,4
meg + ír + t,3,meant,m ɛ n t,3.02,4
rejt + ő + z,3,left,l ɛ f t,3.02,4
tem + ény + é,3,tells,t ɛ l z,3.02,4
tet + és + t,3,gets,g ɛ t s,3.02,4
ély + es + en,3,flesh,f l ɛ ʃ,3.02,4
ír + ó + k,3,think,θ ɪ ŋ k,3.02,4
ó + i + nak,3,skin,s k ɪ n,3.02,4
ó + z + ás,3,flash,f l æ ʃ,3.02,4
egy + szer + ű,3,x,ɛ k s,3.04,12
ki + ad + ó,3,king,k ɪ ŋ,3.04,10
a + ut + om,3,put,p ʊ t,3.04,6
fej + ez + t,3,fell,f ɛ l,3.04,6
s + ít + ott,3,shit,ʃ ɪ t,3.04,6
szer + ez + t,3,said,s ɛ d,3.04,6
dem + el + t,3,them,ð ɛ m,3.04,5
hoz + ás + á,3,his,h ɪ z,3.04,5
vez + et + é,3,says,s ɛ z,3.04,5
doz + at + á,3,does,d ʌ z,3.04,4
fogad + t + a,3,fall,f ɔ l,3.04,4
lap + ot + á,3,lot,l ɑ t,3.04,4
meg + öl + t,3,men,m ɛ n,3.04,4
mutat + t + a,3,might,m aɪ t,3.04,4
nyez + et + é,3,says,s ɛ z,3.04,4
néz + t + e,3,nice,n aɪ s,3.04,4
om + ány + t,3,spent,s p ɛ n t,3.04,4
pont + já + t,3,paul,p ɔ l,3.04,4
szel + lem + é,3,said,s ɛ d,3.04,4
toz + at + á,3,talk,t ɔ k,3.04,4
tu + ál + is,3,took,t ʊ k,3.04,4
ön + él + et,3,owned,oʊ n d,3.04,4
egy + et + em,3,sweat,s w ɛ t,3.07,21
es + em + ény,3,stem,s t ɛ m,3.07,20
ek + ed + és,3,fled,f l ɛ d,3.07,14
egy + es + ül,3,flesh,f l ɛ ʃ,3.07,11
ek + ez + et,3,sketch,s k ɛ tʃ,3.07,8
el + ut + as,3,flight,f l aɪ t,3.07,8
es + ed + és,3,fled,f l ɛ d,3.07,8
ek + ed + ett,3,fled,f l ɛ d,3.07,6
el + em + mel,3,flesh,f l ɛ ʃ,3.07,6
ez + et + es,3,sweat,s w ɛ t,3.07,6
be + av + at,3,block,b l ɑ k,3.07,5
